R_DEF,LOC,MUN,EST,EST_D,AGEB,T_LOC,CD_A,ENT,CON,UPM,D_SEM,N_PRO_VIV,V_SEL,N_HOG,H_MUD,N_ENT,PER,N_REN,C_RES,PAR_C,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,L_NAC_C,CS_P12,CS_P13_1,CS_P13_2,CS_P14_C,CS_P15,CS_P16,CS_P17,N_HIJ,E_CON,CS_AD_MOT,CS_P20_DES,CS_AD_DES,CS_NR_MOT,CS_P22_DES,CS_NR_ORI,UR,ZONA,SALARIO,FAC,CLASE1,CLASE2,CLASE3,POS_OCU,SEG_SOC,RAMA,C_OCU11C,ING7C,DUR9C,EMPLE7C,MEDICA5C,BUSCAR5C,RAMA_EST1,RAMA_EST2,DUR_EST,AMBITO1,AMBITO2,TUE1,TUE2,TUE3,BUSQUEDA,D_ANT_LAB,D_CEXP_EST,DUR_DES,SUB_O,S_CLASIFI,REMUNE2C,PRE_ASA,TIP_CON,DISPO,NODISPO,C_INAC5C,PNEA_EST,NIV_INS,EDA5C,EDA7C,EDA12C,EDA19C,HIJ5C,DOMESTICO,ANIOS_ESC,HRSOCUP,INGOCUP,ING_X_HRS,TPG_P8A,TCCO,CP_ANOC,IMSSISSSTE,MA48ME1SM,P14APOYOS,SCIAN,T_TRA,EMP_PPAL,TUE_PPAL,TRANS_PPAL,MH_FIL2,MH_COL,SEC_INS
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0083,01,1,0,1,215,02,1,201,2,43,09,05,1972,009,1,07,4,5213,3,1,2,01,1,,,,,,,1,1,2103,1694,1,1,3,1,1,4,1,2,1,5,3,4,3,8,1,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,4,6,11,2,3,16,0,0,0,0,0,0,1,0,0,11,1,2,2,0,3,2,2
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0083,01,1,0,1,215,03,1,601,2,47,22,10,1967,009,1,03,3,,,,2,02,2,,,,,,,1,1,2103,1694,1,1,1,1,1,4,8,3,8,1,3,4,3,10,5,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,3,4,7,12,2,3,9,58,0,0,0,0,0,1,0,0,19,1,2,2,0,2,2,9
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0083,01,1,0,1,215,04,1,301,1,03,29,08,2011,009,,,,,,,,,,,,,,,,1,1,2103,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0083,01,1,0,1,215,05,1,612,1,12,99,02,2003,009,1,02,5,,,,1,,6,,,,,,,1,1,2103,1694,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0105,02,1,0,1,215,01,1,101,1,60,01,04,1955,008,1,07,5,5510,3,1,2,,5,,,,,,,1,1,2103,1694,1,1,1,1,1,5,3,2,6,6,3,4,2,2,4,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,6,10,15,0,3,17,45,4000,20.67183,0,0,0,1,0,0,3,1,2,2,0,3,2,7
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0105,02,1,0,1,215,02,1,201,2,55,19,04,1960,009,1,07,4,5335,3,1,2,01,5,,,,,,,1,1,2103,1694,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,5,9,14,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0060,05,1,0,1,215,01,1,101,1,33,30,07,1981,009,1,08,2,7341,,1,2,,5,,,,,,,1,1,2103,1694,1,1,1,1,1,4,1,7,7,6,3,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,0,3,18,50,0,0,0,0,0,2,0,0,20,1,2,2,0,3,2,5
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0060,05,1,0,1,215,02,1,201,2,33,27,02,1982,200,1,08,2,7330,,1,2,02,5,,,,,,,1,1,2103,1694,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,3,4,9,2,8,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0060,05,1,0,1,215,03,1,301,2,03,27,08,2011,009,,,,,,,,,,,,,,,,1,1,2103,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,010,40,106,00000,1,01,09,40252,0912145,106,0060,05,1,0,1,215,04,1,301,1,00,08,10,2014,009,,,,,,,,,,,,,,,,1,1,2103,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0002,01,1,0,1,215,01,1,101,2,52,02,12,1962,009,1,03,3,,,,2,02,2,,,,,,,1,1,2103,979,1,1,1,1,2,2,5,2,6,3,1,4,2,3,4,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,3,5,8,13,2,3,9,40,3010,17.5,0,0,0,4,0,0,5,1,1,2,0,3,1,4
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0002,01,1,0,1,215,02,1,301,1,21,10,12,1993,009,1,03,3,,,,2,,6,,,,,,,1,1,2103,979,1,1,1,1,2,2,5,2,6,3,1,4,2,3,4,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,0,3,9,40,3010,17.5,0,0,0,4,0,0,5,1,1,2,0,3,1,4
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,01,1,101,2,68,24,10,1946,009,2,00,0,,,,2,05,2,,,,,,,1,1,2103,979,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,4,6,11,16,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,02,1,301,2,32,29,07,1982,009,1,03,3,,,,2,00,6,,,,,,,1,1,2103,979,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,2,3,4,9,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,03,1,301,1,29,20,08,1985,009,1,03,3,,,,2,,1,,,,,,,1,1,2103,979,1,1,1,1,1,4,8,2,8,6,3,4,3,8,5,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,2,2,3,8,0,3,9,60,2400,9.30233,0,3,0,1,0,0,14,1,2,2,0,3,2,2
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,04,1,417,2,27,03,12,1987,009,1,02,6,,,,2,01,1,,,,,,,1,1,2103,979,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,2,2,3,8,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,05,1,301,2,29,20,08,1985,009,1,03,3,,,,2,01,2,,,,,,,1,1,2103,979,1,1,1,1,1,4,8,2,8,6,3,4,3,8,5,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,2,2,3,8,2,3,9,60,2400,9.30233,0,3,0,1,0,0,14,1,2,2,0,3,2,2
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,06,1,409,1,02,24,10,2012,009,,,,,,,,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0035,02,1,0,1,215,07,1,409,2,00,31,10,2014,009,,,,,,,,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,01,1,101,1,42,06,08,1972,009,1,03,3,,,,2,,1,,,,,,,1,1,2103,979,1,1,1,3,2,1,5,7,6,1,1,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,0,3,9,48,0,0,0,0,1,4,0,0,4,1,1,1,0,1,7,8
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,02,1,201,2,42,10,08,1972,009,1,02,6,,,,2,04,1,,,,,,,1,1,2103,979,1,1,1,3,2,3,6,7,5,1,1,4,3,5,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,11,3,3,6,38,0,0,0,0,1,4,0,0,7,1,1,1,0,1,7,8
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,03,1,301,2,23,06,08,1991,009,1,04,2,,,,2,01,6,,,,,,,1,1,2103,979,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,2,7,2,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,04,1,301,2,15,10,09,1999,009,1,03,2,,,,1,00,6,,,,,,,1,1,2103,979,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,1,1,1,6,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,05,1,301,2,13,10,11,2001,009,1,02,6,,,,1,00,6,,,,,,,1,1,2103,979,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,06,1,301,2,10,31,12,2004,009,1,02,4,,,,1,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0071,03,1,0,1,215,07,1,409,2,06,06,12,2008,009,1,01,3,,,,1,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0107,04,1,0,1,215,01,1,101,1,35,13,08,1979,009,1,03,3,,,,2,,1,,,,,,,1,1,2103,979,1,1,1,3,2,1,5,4,6,1,1,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,10,0,3,9,40,6450,37.5,0,0,1,4,0,0,4,1,1,1,0,1,7,8
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0107,04,1,0,1,215,02,1,201,2,35,13,11,1979,009,1,07,4,5713,3,1,2,01,1,,,,,,,1,1,2103,979,1,1,1,1,2,4,1,7,6,2,1,4,3,9,4,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,2,3,5,10,2,3,16,44,0,0,0,0,0,4,0,0,16,1,1,1,0,1,1,8
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0107,04,1,0,1,215,03,1,301,2,11,11,11,2003,009,1,02,5,,,,1,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0140,05,1,0,1,215,01,1,101,1,25,14,01,1990,009,1,02,3,,,,2,,1,,,,,,,1,1,2103,979,1,1,1,1,2,1,5,3,6,2,1,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,2,2,3,8,0,3,3,48,4300,20.83333,0,0,0,4,0,0,4,1,1,1,0,1,1,8
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0140,05,1,0,1,215,02,1,201,2,22,24,04,1993,009,1,02,6,,,,2,02,1,,,,,,,1,1,2103,979,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,1,2,2,7,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0140,05,1,0,1,215,03,1,301,1,07,26,03,2008,009,1,01,3,,,,1,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40253,0915207,106,0140,05,1,0,1,215,04,1,301,1,01,19,07,2013,009,,,,,,,,,,,,,,,,1,1,2103,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0025,01,1,0,1,215,01,1,101,1,68,19,10,1946,009,1,03,2,,,,2,,5,,,,,,,1,1,2103,940,1,1,1,1,2,3,8,2,5,5,1,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,2,2,5,0,0,0,0,2,4,6,11,16,0,3,8,35,2700,17.9402,0,0,0,4,0,0,7,1,1,2,0,3,3,2
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0025,01,1,0,1,215,02,1,201,2,66,01,07,1948,009,1,06,3,2334,2,1,2,03,5,,,,,,,1,1,2103,940,1,1,1,1,2,3,8,1,5,5,1,1,3,5,4,2,5,1,1,0,1,0,0,0,1,5,2,2,5,0,0,0,0,3,4,6,11,16,3,3,12,35,2100,13.95349,1,2,0,4,0,0,7,1,1,2,0,3,3,2
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0025,01,1,0,1,215,03,1,301,1,42,16,11,1972,009,1,04,1,,,,2,,6,,,,,,,1,1,2103,940,1,1,1,3,2,3,6,2,5,1,1,4,3,5,4,2,2,3,5,0,2,0,0,0,1,2,0,0,0,0,0,0,0,3,2,4,6,11,0,3,10,36,3096,20,0,0,1,4,0,0,7,1,1,1,0,1,7,8
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0084,02,1,0,1,215,01,1,101,1,83,99,99,1932,009,1,03,2,,,,2,,3,,,,,,,1,1,2103,940,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,6,11,18,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0084,02,1,0,1,215,02,1,301,1,52,99,99,1963,009,1,02,6,,,,2,,6,,,,,,,1,1,2103,940,1,1,1,1,2,4,7,1,8,2,1,4,3,7,5,2,2,3,5,0,2,0,0,0,0,0,2,2,5,0,0,0,0,2,3,5,8,13,0,3,6,60,0,0,0,2,0,4,0,0,8,1,1,1,0,1,3,8
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0199,04,1,0,1,215,01,1,101,1,60,04,07,1954,009,1,04,3,,,,2,,5,,,,,,,1,1,2103,940,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,6,10,15,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0199,04,1,0,1,215,02,1,201,2,65,06,03,1950,009,1,06,2,2814,2,1,2,02,5,,,,,,,1,1,2103,940,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,4,6,11,16,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0199,04,1,0,1,215,03,1,301,1,28,29,03,1987,009,1,07,4,5335,3,1,2,,6,,,,,,,1,1,2103,940,1,1,1,1,1,3,6,3,6,5,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,1,16,48,0,0,0,0,0,1,0,0,7,1,2,2,0,3,2,2
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0199,04,1,0,1,215,04,1,301,1,22,15,10,1992,009,1,07,3,5213,3,2,1,,6,,,,,,,1,1,2103,940,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,1,2,2,7,0,7,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0254,05,1,0,1,215,01,1,101,1,70,11,07,1944,009,1,08,2,7110,,2,2,,5,,,,,,,1,1,2103,940,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,17,0,8,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40254,0917564,106,0254,05,1,0,1,215,02,1,201,2,67,12,11,1947,009,1,07,3,5311,3,2,2,03,5,,,,,,,1,1,2103,940,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,6,11,16,3,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0100,01,1,0,1,215,01,1,101,1,45,12,04,1970,009,1,07,4,5517,3,1,2,,5,,,,,,,1,1,2103,1343,1,1,1,1,1,4,1,4,6,5,3,4,3,8,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,4,7,12,0,3,16,45,0,0,0,0,0,1,0,0,12,1,2,2,0,3,2,2
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0100,01,1,0,1,215,02,1,201,2,45,24,07,1969,009,1,07,4,5517,3,1,2,02,5,,,,,,,1,1,2103,1343,1,1,1,3,2,3,6,1,2,1,1,4,3,5,2,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,12,2,3,16,14,0,0,0,0,1,4,0,0,7,1,1,1,0,1,7,8
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0100,01,1,0,1,215,03,1,301,1,15,03,08,1999,009,1,03,3,,,,1,,6,,,,,,,1,1,2103,1343,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0100,01,1,0,1,215,04,1,301,2,11,09,03,2004,009,1,02,4,,,,1,,,,,,,,,1,1,2103,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0044,03,1,0,1,215,01,1,101,1,69,24,01,1946,012,1,07,4,5122,3,1,2,,4,,,,,,,1,1,2103,1343,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,16,0,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0044,03,1,0,1,215,02,1,301,2,38,11,12,1976,009,1,07,4,5332,3,1,2,00,6,,,,,,,1,1,2103,1343,1,1,1,3,2,4,8,7,7,2,1,4,3,10,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,10,1,3,16,54,0,0,0,0,1,4,0,0,19,1,2,2,0,3,8,4
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0044,03,1,0,1,215,03,1,301,1,36,28,01,1979,009,1,07,4,5531,3,1,2,,6,,,,,,,1,1,2103,1343,1,1,1,3,2,4,8,7,7,2,1,4,3,10,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,10,0,3,16,54,0,0,0,0,1,4,0,0,19,1,2,2,0,3,8,4
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0070,04,1,0,1,215,01,1,101,1,30,99,02,1985,009,1,07,4,5334,3,1,2,,5,,,,,,,1,1,2103,1343,1,1,1,1,1,4,1,5,6,5,3,4,3,8,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,0,3,16,45,0,0,0,0,0,1,0,0,10,1,2,2,0,3,2,1
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0070,04,1,0,1,215,02,1,201,2,28,99,04,1987,026,1,06,3,2813,2,1,2,02,5,,,,,,,1,1,2103,1343,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,2,3,8,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0070,04,1,0,1,215,03,1,301,2,02,99,08,2012,009,,,,,,,,,,,,,,,,1,1,2103,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,017,30,105,00000,1,01,09,40255,0920578,106,0070,04,1,0,1,215,04,1,301,1,00,99,03,2015,009,,,,,,,,,,,,,,,,1,1,2103,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0030,01,1,0,5,215,01,1,101,1,55,99,03,1960,009,1,07,4,5314,3,1,2,,5,,,,,,,1,1,2103,1232,1,1,1,1,1,4,1,5,8,6,3,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,0,1,16,72,50000,161.49871,0,0,0,2,0,0,20,1,2,2,0,3,2,5
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0030,01,1,0,5,215,02,1,201,2,51,99,07,1963,009,1,04,3,,,,2,02,5,,,,,,,1,1,2103,1232,1,1,1,2,2,4,3,5,8,2,1,4,3,6,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,13,2,3,12,60,21500,83.33333,0,0,0,4,0,0,18,1,2,2,0,3,6,4
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0030,01,1,0,5,215,03,1,301,1,24,12,04,1991,009,1,07,2,5224,3,2,1,,6,,,,,,,1,1,2103,1232,1,1,1,1,2,3,6,2,3,2,1,4,3,5,3,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,1,2,2,7,0,2,14,24,3010,29.16667,0,0,0,4,0,0,7,1,1,1,0,1,1,8
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0053,02,1,0,5,215,01,1,101,1,67,30,06,1947,009,1,02,6,,,,2,,5,,,,,,,1,1,2103,1232,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,6,11,16,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0053,02,1,0,5,215,02,1,201,2,65,29,05,1949,009,1,02,6,,,,2,00,5,,,,,,,1,1,2103,1232,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,6,11,16,1,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0065,03,1,0,5,215,01,1,101,1,58,06,01,1957,009,1,07,5,5335,3,1,2,,1,,,,,,,1,1,2103,1232,1,1,1,3,2,4,7,3,6,1,1,4,3,7,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,14,0,3,17,40,5160,30,0,0,1,4,0,0,8,1,1,1,0,1,7,8
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0065,03,1,0,5,215,02,1,201,2,46,12,12,1968,013,1,04,3,,,,2,03,1,,,,,,,1,1,2103,1232,1,1,1,1,1,3,1,4,8,5,3,4,3,5,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,4,7,12,3,3,12,58,7000,28.06736,0,0,0,1,0,0,7,1,2,2,0,3,2,2
00,0001,003,30,105,00000,1,01,09,40256,0901040,206,0065,03,1,0,5,215,03,1,301,1,26,27,09,1988,013,1,07,4,5331,3,2,1,,6,,,,,,,1,1,2103,1232,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,2,2,3,8,0,7,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
