R_DEF,LOC,MUN,EST,EST_D,AGEB,T_LOC,CD_A,ENT,CON,UPM,D_SEM,N_PRO_VIV,V_SEL,N_HOG,H_MUD,N_ENT,PER,N_REN,C_RES,PAR_C,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,L_NAC_C,CS_P12,CS_P13_1,CS_P13_2,CS_P14_C,CS_P15,CS_P16,CS_P17,N_HIJ,E_CON,CS_AD_MOT,CS_P20_DES,CS_AD_DES,CS_NR_MOT,CS_P22_DES,CS_NR_ORI,UR,ZONA,SALARIO,FAC,CLASE1,CLASE2,CLASE3,POS_OCU,SEG_SOC,RAMA,C_OCU11C,ING7C,DUR9C,EMPLE7C,MEDICA5C,BUSCAR5C,RAMA_EST1,RAMA_EST2,DUR_EST,AMBITO1,AMBITO2,TUE1,TUE2,TUE3,BUSQUEDA,D_ANT_LAB,D_CEXP_EST,DUR_DES,SUB_O,S_CLASIFI,REMUNE2C,PRE_ASA,TIP_CON,DISPO,NODISPO,C_INAC5C,PNEA_EST,NIV_INS,EDA5C,EDA7C,EDA12C,EDA19C,HIJ5C,DOMESTICO,ANIOS_ESC,HRSOCUP,INGOCUP,ING_X_HRS,TPG_P8A,TCCO,CP_ANOC,IMSSISSSTE,MA48ME1SM,P14APOYOS,SCIAN,T_TRA,EMP_PPAL,TUE_PPAL,TRANS_PPAL,MH_FIL2,MH_COL,SEC_INS
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0034,03,1,0,5,215,06,3,417,2,17,13,06,1997,009,1,03,3,,,,2,00,1,,,,03,,2,1,1,2103,1336,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,1,1,1,6,1,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0045,04,1,0,5,215,01,1,101,1,42,99,05,1972,020,1,03,2,,,,2,,1,,,,,,,1,1,2103,1336,1,1,1,1,2,1,5,2,3,2,1,4,2,4,3,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,2,4,6,11,0,1,8,24,3225,31.25,0,0,0,4,0,0,4,1,1,1,0,1,1,8
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0045,04,1,0,5,215,02,1,201,2,41,18,03,1974,020,1,02,6,,,,2,06,1,,,,,,,1,1,2103,1336,1,1,1,1,2,4,8,1,4,1,4,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,2,4,6,11,4,3,6,27,0,0,0,0,0,4,0,0,19,1,1,2,0,2,1,9
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0045,04,1,0,5,215,03,1,301,1,14,11,11,2000,002,1,02,6,,,,1,,6,,,,,,,1,1,2103,1336,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,0,5,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0045,04,1,0,5,215,04,1,301,2,11,28,05,2003,020,1,02,4,,,,1,,,,,,,,,1,1,2103,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0045,04,1,0,5,215,05,1,301,2,08,05,08,2006,020,1,02,1,,,,1,,,,,,,,,1,1,2103,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0058,05,1,0,5,215,01,1,101,1,49,28,03,1966,007,1,02,3,,,,2,,1,,,,,,,1,1,2103,1336,1,1,1,1,2,4,8,3,8,2,4,4,3,10,5,2,3,2,3,0,2,0,0,0,0,0,1,1,5,0,0,0,0,1,3,4,7,12,0,3,3,60,4300,16.66667,0,0,0,4,0,0,19,1,1,2,0,3,1,6
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0058,05,1,0,5,215,02,1,201,2,41,13,09,1973,021,1,03,3,,,,2,04,1,,,,,,,1,1,2103,1336,1,1,1,1,2,4,8,2,3,1,4,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,4,6,11,3,3,9,16,2150,31.25,0,0,0,4,0,0,19,1,1,2,0,2,1,9
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0058,05,1,0,5,215,04,1,301,2,12,16,02,2003,009,1,02,3,,,,1,00,6,,,,,,,1,1,2103,1336,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0058,05,1,0,5,215,05,1,301,2,10,28,05,2004,009,1,02,2,,,,1,,,,,,,,,1,1,2103,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,012,20,104,00000,1,01,09,40067,0915289,202,0058,05,1,0,5,215,06,1,301,1,01,18,06,2013,009,,,,,,,,,,,,,,,,1,1,2103,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0068,02,1,0,5,215,01,1,101,1,38,13,12,1976,009,1,03,3,,,,2,,6,,,,,,,1,1,2103,779,1,1,3,1,1,4,8,3,1,4,3,4,3,9,1,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,5,10,0,3,9,0,4500,0,0,0,0,2,0,0,15,1,2,2,0,3,2,7
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0068,02,1,0,5,215,02,1,401,2,66,28,07,1948,015,2,00,0,,,,2,01,4,,,,,,,1,1,2103,779,1,1,1,3,2,2,5,3,4,1,1,4,2,3,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11,16,2,3,0,28,4300,35.71429,0,0,1,4,0,0,5,1,1,1,0,1,7,8
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0130,03,1,1,5,215,01,1,101,2,62,16,05,1952,009,1,02,6,,,,2,07,4,,,,,,,1,1,2103,779,1,1,1,3,2,4,6,1,6,1,1,2,3,6,4,2,2,3,5,0,2,0,0,0,1,5,0,0,0,0,0,0,0,2,3,6,10,15,4,3,6,42,1500,8.30565,1,2,1,4,0,0,18,1,1,1,0,1,7,8
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0130,03,1,1,5,215,02,3,409,2,21,09,09,1993,009,1,04,3,,,,2,00,6,,,,09,,,1,1,2103,779,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,1,2,2,7,1,7,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0190,04,1,0,5,215,01,1,101,1,67,10,04,1948,007,1,03,3,,,,2,,5,,,,,,,1,1,2103,779,1,1,1,1,2,4,2,7,4,5,1,4,3,9,3,2,4,2,4,1,2,0,0,0,0,0,1,2,5,0,0,0,0,3,4,6,11,16,0,4,9,25,0,0,0,0,0,4,0,0,15,1,1,2,0,3,1,7
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0190,04,1,0,5,215,02,1,201,2,66,23,04,1948,009,1,02,6,,,,2,01,5,,,,,,,1,1,2103,779,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,6,11,16,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0251,05,1,0,5,215,01,1,101,2,58,04,08,1956,009,1,07,4,5311,3,1,2,01,6,,,,,,,1,1,2103,779,1,1,1,1,1,4,4,5,7,6,3,4,3,11,5,2,7,2,4,2,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,2,3,16,55,0,0,0,0,0,2,0,0,20,1,2,2,0,3,2,5
00,0001,015,30,105,00000,1,01,09,40068,0917717,202,0251,05,1,0,5,215,02,1,401,1,84,30,08,1930,009,1,03,3,,,,2,,4,,,,,,,1,1,2103,779,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,6,11,18,0,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0070,01,1,0,5,215,01,1,101,2,58,20,05,1956,009,1,02,6,,,,2,00,6,,,,,,,1,1,2103,214,1,1,4,1,2,4,5,2,1,4,1,4,3,9,1,2,4,2,4,1,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,5,9,14,1,3,6,0,2150,0,0,0,0,4,0,0,15,1,1,2,0,3,1,7
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0070,01,1,0,5,215,02,1,401,2,94,26,05,1920,020,1,02,2,,,,2,04,4,,,,,,,1,1,2103,214,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1,4,6,11,18,3,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0070,01,1,0,5,215,03,1,403,1,72,03,10,1942,020,1,02,6,,,,2,,4,,,,,,,1,1,2103,214,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,6,11,17,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0095,02,1,0,5,215,01,1,101,1,71,09,02,1944,009,1,03,3,,,,2,,5,,,,,,,1,1,2103,214,1,1,1,2,2,6,10,7,3,2,1,4,1,1,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,11,17,0,3,9,20,0,0,0,0,0,4,0,0,1,1,2,2,0,4,6,3
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0095,02,1,0,5,215,02,1,201,2,58,26,06,1956,024,1,03,3,,,,2,03,5,,,,,,,1,1,2103,214,1,1,3,1,1,4,8,2,1,5,3,4,3,9,1,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,3,5,9,14,3,3,9,0,4000,0,0,0,0,2,0,0,15,1,2,2,0,3,2,7
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0025,03,1,0,5,215,01,1,101,1,50,16,08,1964,009,1,02,6,,,,2,,5,,,,,,,1,1,2103,214,1,1,1,3,2,3,6,2,8,2,1,4,3,5,5,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,0,3,6,60,2580,10,0,3,1,4,0,0,7,1,1,1,0,1,7,8
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0025,03,1,0,5,215,02,1,201,2,53,27,05,1961,009,1,02,6,,,,2,03,5,,,,,,,1,1,2103,214,1,1,1,3,2,3,6,2,3,2,1,4,3,5,3,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,3,3,6,18,2580,33.33333,0,0,1,4,0,0,7,1,1,1,0,1,7,8
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0048,04,1,0,5,215,01,1,101,1,78,25,09,1936,021,2,00,0,,,,2,,5,,,,,,,1,1,2103,214,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,4,6,11,18,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0048,04,1,0,5,215,02,1,201,2,68,16,06,1946,009,2,00,0,,,,2,07,5,,,,,,,1,1,2103,214,1,1,1,1,2,4,8,1,3,1,1,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,4,6,11,16,4,3,0,15,645,10,0,0,0,4,0,0,19,1,1,2,0,2,1,9
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0048,04,1,0,5,215,03,1,301,2,51,09,04,1964,009,1,02,2,,,,2,02,2,,,,,,,1,1,2103,214,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,3,5,8,13,2,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0011,05,1,0,5,215,01,1,101,2,49,07,09,1965,009,1,03,3,,,,2,03,2,,,,,,,1,1,2103,214,1,1,1,1,1,4,8,2,6,6,2,4,3,8,4,2,6,1,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,3,3,4,7,12,3,3,9,48,2200,10.65891,0,0,0,1,0,0,14,2,2,2,0,3,2,2
00,0011,009,30,108,00000,2,01,09,40069,0920782,202,0011,05,1,0,5,215,02,1,301,2,28,06,02,1987,009,1,07,5,5621,3,1,2,00,6,,,,,,,1,1,2103,214,1,1,1,1,2,6,1,4,6,5,1,4,1,1,4,1,0,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,2,2,3,8,1,3,17,44,0,0,0,0,0,4,0,0,1,1,1,2,0,4,1,3
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0050,02,1,0,4,215,01,1,101,2,55,10,08,1959,014,1,04,2,,,,2,03,4,,,,,,,1,1,2103,791,1,1,1,3,2,4,8,1,3,1,1,4,3,10,3,2,2,3,5,0,2,0,0,0,1,2,0,0,0,0,0,0,0,3,3,5,9,14,3,3,11,20,0,0,0,0,1,4,0,0,19,1,1,1,0,1,7,8
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0050,02,1,0,4,215,02,1,301,2,30,12,04,1985,009,1,07,2,5334,3,2,1,01,3,,,,,,,1,1,2103,791,1,1,1,1,1,2,1,2,5,5,3,4,2,3,4,2,4,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,4,9,2,2,14,35,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,2
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0050,02,1,0,4,215,04,1,409,1,07,25,12,2007,009,1,01,3,,,,1,,,,,,,,,1,1,2103,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0073,03,1,0,4,215,01,1,101,1,46,99,99,1969,024,1,02,6,,,,2,,5,,,,,,,1,1,2103,791,1,1,1,1,1,2,5,2,6,6,3,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,4,7,12,0,3,6,40,3000,17.44186,0,0,0,1,0,0,5,1,2,2,0,3,2,2
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0073,03,1,0,4,215,02,1,201,2,44,99,99,1971,009,1,02,6,,,,2,03,5,,,,,,,1,1,2103,791,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,2,4,6,11,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0073,03,1,0,4,215,03,1,301,1,26,06,12,1988,009,1,03,3,,,,2,,6,,,,,,,1,1,2103,791,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,2,2,3,8,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0073,03,1,0,4,215,04,1,301,1,22,20,04,1992,009,1,03,3,,,,2,,6,,,,,,,1,1,2103,791,1,1,1,1,2,2,5,1,8,3,1,4,2,3,5,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,0,3,9,70,0,0,0,2,0,4,0,0,5,1,1,1,0,1,1,8
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,01,1,101,1,45,11,12,1969,009,1,02,6,,,,2,,5,,,,,,,1,1,2103,791,1,1,1,1,1,4,7,3,6,5,3,4,3,7,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,4,7,12,0,1,6,45,0,0,0,0,0,1,0,0,8,1,2,2,0,3,2,2
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,02,1,201,2,40,04,10,1974,009,1,02,6,,,,2,03,5,,,,,,,1,1,2103,791,1,1,1,1,1,2,5,2,6,6,3,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,2,4,6,11,3,3,6,40,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,2
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,03,1,301,2,24,29,11,1990,009,1,03,3,,,,2,00,6,,,,,,,1,1,2103,791,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,3,1,2,2,7,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,04,1,301,2,16,30,01,1999,009,1,03,2,,,,1,00,6,,,,,,,1,1,2103,791,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,1,1,1,6,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,05,1,301,1,12,18,08,2002,015,1,02,5,,,,1,,6,,,,,,,1,1,2103,791,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,0,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,06,1,417,1,22,28,01,1993,009,1,04,2,,,,2,,1,,,,,,,1,1,2103,791,1,1,1,1,1,4,7,2,6,6,3,4,3,7,4,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,1,2,2,7,0,3,11,40,0,0,0,0,0,1,0,0,9,1,2,2,0,3,2,2
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0097,04,1,0,4,215,07,1,409,2,00,06,11,2014,009,,,,,,,,,,,,,,,,1,1,2103,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0124,05,1,0,4,215,01,1,101,2,76,08,01,1939,001,1,07,4,5311,3,1,2,01,6,,,,,,,1,1,2103,791,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,18,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,002,30,105,00000,1,01,09,40070,0900909,302,0124,05,1,0,4,215,02,1,301,2,34,31,05,1980,001,1,09,2,8341,,1,1,00,6,,,,,,,1,1,2103,791,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,2,3,4,9,1,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0015,01,1,0,4,215,01,1,101,2,54,07,12,1960,009,1,04,2,,,,2,03,4,,,,,,,1,1,2103,1135,1,1,1,3,2,4,5,2,5,1,1,4,3,6,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,13,3,3,11,36,2580,16.66667,0,0,1,4,0,0,18,1,1,1,0,1,7,8
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0015,01,1,0,4,215,02,1,301,1,31,19,09,1983,009,1,07,2,5510,3,2,2,,5,,,,,,,1,1,2103,1135,1,1,1,3,2,4,1,4,8,1,1,4,3,8,5,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,9,0,3,14,60,8600,33.33333,0,0,0,4,0,0,14,1,1,1,0,1,7,8
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0015,01,1,0,4,215,03,1,417,2,32,09,09,1982,009,1,06,3,2712,2,1,2,01,5,,,,,,,1,1,2103,1135,1,1,1,1,2,4,1,3,6,2,1,4,3,8,4,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,3,4,9,2,3,12,48,5160,25,0,0,0,4,0,0,14,1,1,1,0,1,1,8
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0015,01,1,0,4,215,04,1,409,2,06,19,09,2008,009,2,01,2,,,,1,,,,,,,,,1,1,2103,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0047,02,1,0,4,215,01,1,101,1,33,29,12,1981,009,1,03,3,,,,2,,6,,,,,,,1,1,2103,1135,1,1,1,1,2,2,5,3,7,2,1,4,2,3,5,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,3,4,9,0,3,9,54,6020,25.92593,0,0,0,4,0,0,5,1,1,1,0,1,1,8
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0047,02,1,0,4,215,02,1,401,1,61,99,99,1954,009,1,02,6,,,,2,,4,,,,,,,1,1,2103,1135,1,1,1,1,2,2,5,4,7,5,1,4,2,3,5,2,4,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,6,10,15,0,3,6,54,8170,35.18519,0,0,0,4,0,0,5,1,1,1,0,1,1,8
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0047,02,1,0,4,215,03,1,403,2,31,29,05,1983,009,1,01,3,,,,2,02,2,,,,,,,1,1,2103,1135,1,1,1,1,1,2,8,3,6,5,3,4,2,3,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,1,2,3,4,9,2,3,0,44,5160,27.27273,0,0,0,1,0,0,5,1,2,2,0,3,2,2
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0047,02,1,0,4,215,04,1,413,2,13,21,10,2001,009,1,02,6,,,,1,00,6,,,,,,,1,1,2103,1135,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0047,02,1,0,4,215,05,1,413,2,07,25,05,2007,009,1,02,1,,,,1,,,,,,,,,1,1,2103,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0077,03,1,0,4,215,01,1,101,1,51,22,05,1963,009,1,03,2,,,,2,,5,,,,,,,1,1,2103,1135,1,1,1,1,1,4,4,5,6,5,3,4,3,9,4,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,5,8,13,0,3,8,40,12800,74.4186,0,0,0,1,0,0,16,1,2,2,0,3,2,7
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0077,03,1,0,4,215,03,1,301,1,30,09,07,1984,009,1,06,3,2514,2,1,2,,6,,,,,,,1,1,2103,1135,1,1,1,1,1,4,1,5,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,0,3,12,40,11000,63.95349,0,0,0,1,0,0,16,1,2,2,0,3,2,7
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0077,03,1,0,4,215,04,1,417,2,21,31,07,1993,009,1,06,3,2712,2,1,2,01,5,,,,,,,1,1,2103,1135,1,1,1,1,1,4,1,5,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,1,2,2,7,2,3,12,40,11800,68.60465,0,0,0,1,0,0,16,1,2,2,0,3,2,7
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0077,03,1,0,4,215,05,1,409,1,00,25,12,2014,009,,,,,,,,,,,,,,,,1,1,2103,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0077,03,1,0,4,215,06,3,201,2,51,11,07,1963,009,1,03,2,,,,2,03,5,,,,10,REGRESO A CASA,1,1,1,2103,1135,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,3,5,8,13,3,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0023,05,1,0,4,215,01,1,101,1,43,16,09,1971,009,1,03,3,,,,2,,1,,,,,,,1,1,2103,1135,1,1,1,1,2,4,8,3,6,2,1,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,4,6,11,0,3,9,48,5590,27.08333,0,0,0,4,0,0,19,1,1,2,0,2,1,9
00,0001,006,20,104,00000,1,01,09,40071,0906277,302,0023,05,1,0,4,215,02,1,201,2,52,06,03,1963,021,1,02,6,,,,2,02,1,,,,,,,1,1,2103,1135,1,1,1,1,2,4,8,3,7,3,1,4,3,10,5,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,5,8,13,2,3,6,50,5805,27,0,0,0,4,0,0,19,1,1,2,0,2,1,9
